status,card_present_flag,txn_description,balance,gender,age,merchant_state,extraction,amount,movement
authorized,1,POS,2078.78,F,18,QLD,2018-09-25T21:22:26.000+0000,14.56,debit
authorized,1,POS,9588.1,F,34,WA,2018-09-25T21:46:49.000+0000,40.81,debit
authorized,1,POS,36163.51,M,21,VIC,2018-09-25T22:10:41.000+0000,16.12,debit
authorized,1,SALES-POS,9557.8,F,34,NSW,2018-09-25T22:33:57.000+0000,30.3,debit
authorized,1,POS,14248.4,M,23,NSW,2018-09-25T22:57:12.000+0000,17.25,debit
posted,,PAYMENT,6579.51,M,22,,2018-09-25T23:00:00.000+0000,40,debit
authorized,0,SALES-POS,14237.23,M,23,SA,2018-09-25T23:31:25.000+0000,11.17,debit
authorized,1,POS,8079.61,F,34,NT,2018-09-26T00:09:31.000+0000,51.97,debit
authorized,1,SALES-POS,42350.83,M,28,WA,2018-09-26T00:57:08.000+0000,15.43,debit
authorized,1,SALES-POS,14027.36,M,23,NSW,2018-09-26T01:24:06.000+0000,209.87,debit
authorized,1,POS,22239.19,F,34,NSW,2018-09-26T01:49:44.000+0000,22.34,debit
authorized,1,SALES-POS,36129.3,M,21,VIC,2018-09-26T02:59:59.000+0000,34.21,debit
posted,,PAYMENT,9243.16,M,21,,2018-09-26T03:00:00.000+0000,83,debit
posted,,INTER BANK,4007.96,M,37,,2018-09-26T04:00:00.000+0000,127,debit
authorized,1,POS,17939.57,M,24,NSW,2018-09-26T04:22:22.000+0000,17.56,debit
authorized,1,SALES-POS,22211.79,F,34,SA,2018-09-26T04:46:11.000+0000,27.4,debit
posted,,PAYMENT,56726.01,M,38,,2018-09-26T05:00:00.000+0000,125,debit
posted,,INTER BANK,20933.75,F,46,,2018-09-26T06:00:00.000+0000,182,debit
posted,,INTER BANK,15172.6,M,40,,2018-09-26T06:00:00.000+0000,21,debit
posted,,PAYMENT,13263.69,M,19,,2018-09-26T06:00:00.000+0000,27,debit
posted,,PAYMENT,5348.91,F,43,,2018-09-26T06:00:00.000+0000,29,debit
authorized,1,POS,6261.96,F,20,NSW,2018-09-26T06:17:59.000+0000,9.94,debit
posted,,INTER BANK,14002.36,M,23,,2018-09-26T07:00:00.000+0000,25,debit
posted,,INTER BANK,15303.63,M,43,,2018-09-26T07:00:00.000+0000,39,debit
authorized,0,POS,5131.19,M,20,VIC,2018-09-26T07:24:09.000+0000,19.53,debit
posted,,INTER BANK,16284.15,M,38,,2018-09-26T08:00:00.000+0000,134,debit
posted,,INTER BANK,264454.11,M,46,,2018-09-26T08:00:00.000+0000,22,debit
posted,,PAYMENT,8080.22,F,26,,2018-09-26T08:00:00.000+0000,55,debit
posted,,PAYMENT,5185.6,F,47,,2018-09-26T08:00:00.000+0000,58,debit
authorized,1,POS,64497.04,M,33,VIC,2018-09-26T08:01:35.000+0000,14.09,debit
authorized,1,SALES-POS,4246.42,F,21,NT,2018-09-26T08:12:57.000+0000,245.16,debit
authorized,1,SALES-POS,8564.16,M,44,VIC,2018-09-26T08:24:19.000+0000,17.53,debit
authorized,0,POS,3400.54,F,43,VIC,2018-09-26T08:35:40.000+0000,17.39,debit
authorized,0,POS,15247.92,M,43,VIC,2018-09-26T08:47:02.000+0000,55.71,debit
authorized,0,POS,8525.93,M,44,VIC,2018-09-26T08:58:24.000+0000,38.23,debit
posted,,INTER BANK,14952.37,F,39,,2018-09-26T09:00:00.000+0000,25,debit
posted,,PAYMENT,4073.09,M,31,,2018-09-26T09:00:00.000+0000,36,debit
posted,,INTER BANK,40655.41,M,38,,2018-09-26T09:00:00.000+0000,150,debit
authorized,1,SALES-POS,6636.05,F,21,VIC,2018-09-26T09:03:22.000+0000,43.29,debit
authorized,1,SALES-POS,6711.08,M,69,VIC,2018-09-26T09:07:17.000+0000,31.6,debit
authorized,1,POS,1204.08,M,38,NSW,2018-09-26T09:11:12.000+0000,9.18,debit
authorized,1,POS,15234.52,M,43,VIC,2018-09-26T09:15:08.000+0000,13.4,debit
authorized,1,SALES-POS,22055.11,F,34,ACT,2018-09-26T09:19:03.000+0000,156.68,debit
authorized,1,SALES-POS,6004.14,F,25,WA,2018-09-26T09:22:58.000+0000,32.09,debit
authorized,1,SALES-POS,5105.37,M,20,NSW,2018-09-26T09:26:54.000+0000,25.82,debit
authorized,1,SALES-POS,5070.4,M,20,VIC,2018-09-26T09:30:49.000+0000,34.97,debit
authorized,0,POS,36102.58,M,21,VIC,2018-09-26T09:34:44.000+0000,26.72,debit
authorized,1,SALES-POS,5648.9,F,25,WA,2018-09-26T09:42:35.000+0000,355.24,debit
authorized,1,POS,17927.18,M,24,QLD,2018-09-26T09:46:30.000+0000,12.39,debit
authorized,1,POS,8519.04,M,44,VIC,2018-09-26T09:50:25.000+0000,6.89,debit
authorized,1,SALES-POS,6255.71,F,20,WA,2018-09-26T09:54:21.000+0000,6.25,debit
authorized,1,POS,199628.8,F,40,VIC,2018-09-26T09:58:16.000+0000,31.74,debit
posted,,PAYMENT,4204.1,F,40,,2018-09-26T10:00:00.000+0000,32,debit
posted,,INTER BANK,7992.36,F,20,,2018-09-26T10:00:00.000+0000,39,debit
posted,,PAYMENT,6946.01,M,22,,2018-09-26T10:00:00.000+0000,34,debit
posted,,PAYMENT,7984.24,M,27,,2018-09-26T10:00:00.000+0000,29,debit
posted,,PAYMENT,6560.22,M,21,,2018-09-26T10:00:00.000+0000,30,debit
authorized,1,POS,1196.33,M,38,NSW,2018-09-26T10:06:44.000+0000,7.75,debit
authorized,0,POS,6619.88,F,21,VIC,2018-09-26T10:18:47.000+0000,16.17,debit
authorized,1,POS,1119.09,M,38,NSW,2018-09-26T10:30:50.000+0000,77.24,debit
authorized,1,POS,11382.3,F,19,NSW,2018-09-26T10:42:53.000+0000,19.76,debit
authorized,0,SALES-POS,199608.69,F,40,VIC,2018-09-26T10:54:56.000+0000,20.11,debit
posted,,PAY/SALARY,17906.31,M,23,,2018-09-26T11:00:00.000+0000,3903.95,credit
posted,,INTER BANK,6989.29,M,20,,2018-09-26T11:00:00.000+0000,183,debit
authorized,0,SALES-POS,4238.79,F,21,NT,2018-09-26T11:03:53.000+0000,7.63,debit
authorized,1,POS,5249.18,F,35,NSW,2018-09-26T11:10:36.000+0000,15.04,debit
authorized,1,SALES-POS,6253.05,F,20,WA,2018-09-26T11:17:18.000+0000,2.66,debit
authorized,1,SALES-POS,4196.38,F,40,QLD,2018-09-26T11:24:01.000+0000,7.72,debit
authorized,0,SALES-POS,14818.27,F,39,NSW,2018-09-26T11:30:44.000+0000,134.1,debit
authorized,1,POS,4165.17,F,40,QLD,2018-09-26T11:44:09.000+0000,31.21,debit
authorized,1,SALES-POS,5021.93,M,20,VIC,2018-09-26T11:50:52.000+0000,48.47,debit
authorized,1,SALES-POS,1106.08,M,38,NSW,2018-09-26T11:57:35.000+0000,13.01,debit
posted,,PAY/SALARY,12638.92,F,23,,2018-09-26T12:00:00.000+0000,1626.48,credit
posted,,PAYMENT,8034.22,F,26,,2018-09-26T12:00:00.000+0000,46,debit
posted,,INTER BANK,6139.23,F,27,,2018-09-26T12:00:00.000+0000,57,debit
posted,,PAY/SALARY,9365.49,M,22,,2018-09-26T12:00:00.000+0000,983.36,credit
authorized,1,POS,3994.23,M,37,QLD,2018-09-26T12:11:51.000+0000,13.73,debit
authorized,1,POS,4142.38,F,40,QLD,2018-09-26T12:30:22.000+0000,22.79,debit
authorized,1,SALES-POS,1089.12,M,38,SA,2018-09-26T12:48:53.000+0000,16.96,debit
posted,,PAY/SALARY,4257.85,M,24,,2018-09-26T13:00:00.000+0000,1408.08,credit
posted,,PAY/SALARY,4863.86,F,27,,2018-09-26T13:00:00.000+0000,4863.62,credit
posted,,PAY/SALARY,6416.95,F,43,,2018-09-26T13:00:00.000+0000,1068.04,credit
authorized,1,POS,9443.39,M,31,NSW,2018-09-26T13:07:50.000+0000,13.44,debit
authorized,1,SALES-POS,17894.08,M,23,NSW,2018-09-26T13:27:27.000+0000,12.23,debit
authorized,1,SALES-POS,6319.4,F,30,VIC,2018-09-26T13:47:03.000+0000,31.19,debit
posted,,PAY/SALARY,3365.26,F,26,,2018-09-26T14:00:00.000+0000,1013.67,credit
posted,,PAYMENT,14940.33,M,29,,2018-09-26T14:00:00.000+0000,56,debit
authorized,1,SALES-POS,8388.11,F,25,NSW,2018-09-26T14:03:16.000+0000,70.72,debit
authorized,1,SALES-POS,6305.96,F,30,VIC,2018-09-26T14:12:53.000+0000,13.44,debit
authorized,1,POS,8474.49,M,44,VIC,2018-09-26T14:22:29.000+0000,44.55,debit
authorized,1,POS,4985.08,M,20,VIC,2018-09-26T14:41:43.000+0000,36.85,debit
authorized,1,SALES-POS,6269.01,F,30,VIC,2018-09-26T14:51:20.000+0000,36.95,debit
posted,,PAYMENT,4955.65,F,18,,2018-09-26T15:00:00.000+0000,36,debit
posted,,PAY/SALARY,6111.57,M,25,,2018-09-26T15:00:00.000+0000,6107.23,credit
posted,,PAYMENT,40620.41,M,38,,2018-09-26T15:00:00.000+0000,35,debit
posted,,PAYMENT,4053.77,F,24,,2018-09-26T15:00:00.000+0000,576,debit
authorized,1,SALES-POS,7054.74,F,24,WA,2018-09-26T15:00:42.000+0000,21.47,debit
authorized,1,SALES-POS,5632.9,F,25,NSW,2018-09-26T15:07:51.000+0000,16,debit
authorized,0,SALES-POS,6249.33,F,20,WA,2018-09-26T15:14:59.000+0000,3.72,debit
authorized,1,POS,1079.71,M,38,NSW,2018-09-26T15:22:08.000+0000,9.41,debit
authorized,1,SALES-POS,3365.65,F,43,VIC,2018-09-26T15:29:17.000+0000,34.89,debit
authorized,1,POS,5586.98,F,25,NSW,2018-09-26T15:36:25.000+0000,45.92,debit
authorized,1,SALES-POS,3358.99,F,43,VIC,2018-09-26T15:43:34.000+0000,6.66,debit
authorized,1,SALES-POS,8056.96,F,34,NT,2018-09-26T15:50:42.000+0000,22.65,debit
authorized,1,POS,7124.62,M,20,VIC,2018-09-26T15:57:51.000+0000,19.68,debit
posted,,PAYMENT,9188.16,M,21,,2018-09-26T16:00:00.000+0000,55,debit
posted,,PAY/SALARY,25958.84,F,34,,2018-09-26T16:00:00.000+0000,3903.73,credit
posted,,PAYMENT,7957.36,F,20,,2018-09-26T16:00:00.000+0000,35,debit
posted,,PAY/SALARY,7602.45,M,26,,2018-09-26T16:00:00.000+0000,1098.91,credit
posted,,PAY/SALARY,59373.39,M,38,,2018-09-26T16:00:00.000+0000,2647.38,credit
authorized,1,POS,3346.63,F,43,VIC,2018-09-26T16:12:29.000+0000,12.36,debit
authorized,1,POS,11564.05,M,28,VIC,2018-09-26T16:30:21.000+0000,43.55,debit
authorized,0,SALES-POS,9434.36,M,31,SA,2018-09-26T16:48:12.000+0000,9.03,debit
posted,,PAY/SALARY,7409.85,F,30,,2018-09-26T17:00:00.000+0000,1158.15,credit
posted,,PAY/SALARY,7754.2,M,69,,2018-09-26T17:00:00.000+0000,1043.12,credit
posted,,PAYMENT,6546.51,M,22,,2018-09-26T17:00:00.000+0000,33,debit
posted,,PAY/SALARY,9352.85,F,20,,2018-09-26T17:00:00.000+0000,1395.49,credit
posted,,PAY/SALARY,14588.66,M,39,,2018-09-26T17:00:00.000+0000,3071.14,credit
posted,,PAYMENT,7984.22,F,26,,2018-09-26T17:00:00.000+0000,50,debit
authorized,1,POS,6251.7,F,30,VIC,2018-09-26T17:04:08.000+0000,17.31,debit
authorized,0,SALES-POS,4033.23,F,24,NSW,2018-09-26T17:16:20.000+0000,20.54,debit
authorized,0,SALES-POS,5556.49,F,25,WA,2018-09-26T17:28:32.000+0000,30.49,debit
authorized,1,POS,3320.58,F,43,VIC,2018-09-26T17:40:43.000+0000,26.05,debit
authorized,0,POS,17912.93,M,24,QLD,2018-09-26T17:52:55.000+0000,14.25,debit
posted,,PAYMENT,7008.74,F,24,,2018-09-26T18:00:00.000+0000,46,debit
authorized,0,SALES-POS,4211.61,M,24,VIC,2018-09-26T18:11:21.000+0000,46.24,debit
authorized,1,POS,8044.77,F,34,NT,2018-09-26T18:38:22.000+0000,12.19,debit
posted,,PAYMENT,14540.66,M,39,,2018-09-26T19:00:00.000+0000,48,debit
authorized,1,POS,5546.3,F,25,WA,2018-09-26T19:02:22.000+0000,10.19,debit
authorized,1,SALES-POS,64475.69,M,33,VIC,2018-09-26T19:14:17.000+0000,21.35,debit
authorized,1,POS,17833.27,M,24,WA,2018-09-26T19:26:11.000+0000,79.66,debit
authorized,1,SALES-POS,5449.14,F,25,NSW,2018-09-26T19:38:05.000+0000,97.16,debit
authorized,1,POS,3982.99,M,37,QLD,2018-09-26T19:49:59.000+0000,11.24,debit
posted,,PAYMENT,13246.69,M,19,,2018-09-26T20:00:00.000+0000,17,debit
posted,,PAYMENT,12605.92,F,23,,2018-09-26T20:00:00.000+0000,33,debit
posted,,INTER BANK,6106.23,F,27,,2018-09-26T20:00:00.000+0000,33,debit
posted,,PHONE BANK,39122.38,M,42,,2018-09-26T20:00:00.000+0000,36,debit
authorized,1,POS,3297.15,F,43,VIC,2018-09-26T20:04:26.000+0000,23.43,debit
authorized,1,POS,5431.56,F,25,WA,2018-09-26T20:32:13.000+0000,17.58,debit
authorized,1,SALES-POS,9333.52,F,20,NSW,2018-09-26T20:59:59.000+0000,19.33,debit
posted,,INTER BANK,5641.72,F,41,,2018-09-26T21:00:00.000+0000,43,debit
posted,,PHONE BANK,7917.24,M,27,,2018-09-26T21:00:00.000+0000,67,debit
posted,,INTER BANK,6823.74,F,24,,2018-09-26T21:00:00.000+0000,185,debit
posted,,PAYMENT,9399.54,F,30,,2018-09-26T21:00:00.000+0000,131,debit
authorized,1,SALES-POS,7460.12,F,19,VIC,2018-09-26T21:23:15.000+0000,10.27,debit
authorized,1,SALES-POS,5418.38,F,25,WA,2018-09-26T21:46:30.000+0000,13.18,debit
posted,,PAYMENT,11349.3,F,19,,2018-09-26T22:00:00.000+0000,33,debit
authorized,1,POS,4198.32,M,24,VIC,2018-09-26T22:13:07.000+0000,13.29,debit
authorized,1,SALES-POS,3925.14,M,37,NSW,2018-09-26T22:44:22.000+0000,57.85,debit
posted,,PAYMENT,7573.45,M,26,,2018-09-26T23:00:00.000+0000,29,debit
posted,,PAYMENT,14508.66,M,39,,2018-09-26T23:00:00.000+0000,32,debit
posted,,PAYMENT,14901.33,M,29,,2018-09-26T23:00:00.000+0000,39,debit
authorized,0,POS,3278.85,F,43,VIC,2018-09-26T23:07:41.000+0000,18.3,debit
authorized,1,POS,7388.87,F,30,VIC,2018-09-26T23:23:04.000+0000,20.98,debit
authorized,1,POS,14777.43,F,39,NSW,2018-09-26T23:38:27.000+0000,40.84,debit
authorized,1,POS,10806.37,M,52,WA,2018-09-26T23:53:50.000+0000,21.42,debit
authorized,1,POS,8031.25,F,34,NT,2018-09-27T00:24:59.000+0000,13.52,debit
authorized,1,SALES-POS,8241.33,F,25,WA,2018-09-27T01:03:43.000+0000,146.78,debit
authorized,1,SALES-POS,7336.63,F,30,VIC,2018-09-27T01:26:58.000+0000,52.24,debit
authorized,0,SALES-POS,3358.07,F,26,QLD,2018-09-27T01:50:13.000+0000,7.19,debit
posted,,INTER BANK,15218.52,M,43,,2018-09-27T02:00:00.000+0000,16,debit
posted,,PAYMENT,38954.38,M,42,,2018-09-27T02:00:00.000+0000,168,debit
authorized,1,SALES-POS,4012.78,F,24,VIC,2018-09-27T02:48:19.000+0000,20.45,debit
posted,,PAYMENT,8998.16,M,21,,2018-09-27T03:00:00.000+0000,190,debit
posted,,PAYMENT,69960.78,M,40,,2018-09-27T03:00:00.000+0000,47,debit
posted,,PAYMENT,3873.14,M,37,,2018-09-27T03:00:00.000+0000,52,debit
posted,,PAYMENT,5592.74,F,21,,2018-09-27T03:00:00.000+0000,180,debit
posted,,PAYMENT,5626.81,M,28,,2018-09-27T04:00:00.000+0000,96,debit
posted,,PAYMENT,11647.43,M,20,,2018-09-27T04:00:00.000+0000,39,debit
posted,,PAYMENT,5619.72,F,41,,2018-09-27T04:00:00.000+0000,22,debit
posted,,PAYMENT,7547.54,F,30,,2018-09-27T04:00:00.000+0000,1852,debit
authorized,1,POS,199598.65,F,40,VIC,2018-09-27T04:18:58.000+0000,10.04,debit
authorized,0,POS,2808.4,M,30,QLD,2018-09-27T04:44:36.000+0000,10.05,debit
posted,,PAYMENT,13213.69,M,19,,2018-09-27T05:00:00.000+0000,33,debit
posted,,PAYMENT,3855.14,M,37,,2018-09-27T05:00:00.000+0000,18,debit
posted,,PAYMENT,5372.38,F,25,,2018-09-27T06:00:00.000+0000,46,debit
posted,,PAYMENT,4142.34,F,30,,2018-09-27T06:00:00.000+0000,47,debit
authorized,0,POS,14887.33,M,29,WA,2018-09-27T06:03:04.000+0000,14,debit
posted,,PAYMENT,17274.33,F,35,,2018-09-27T07:00:00.000+0000,33,debit
posted,,INTER BANK,14031.84,F,19,,2018-09-27T07:00:00.000+0000,22,debit
authorized,1,SALES-POS,3229.18,F,43,VIC,2018-09-27T07:10:23.000+0000,49.67,debit
authorized,1,SALES-POS,4082.97,F,40,NSW,2018-09-27T07:50:23.000+0000,59.41,debit
posted,,PAYMENT,6373.95,F,43,,2018-09-27T08:00:00.000+0000,43,debit
authorized,0,SALES-POS,7693.74,M,69,VIC,2018-09-27T08:06:19.000+0000,60.46,debit
authorized,1,SALES-POS,5595.57,F,41,VIC,2018-09-27T08:14:39.000+0000,24.15,debit
authorized,1,SALES-POS,3202.88,F,43,NSW,2018-09-27T08:22:59.000+0000,26.3,debit
authorized,1,SALES-POS,3194.47,F,43,VIC,2018-09-27T08:31:19.000+0000,8.41,debit
authorized,1,SALES-POS,64446.53,M,33,VIC,2018-09-27T08:39:39.000+0000,29.16,debit
authorized,1,POS,36085.04,M,21,QLD,2018-09-27T08:47:59.000+0000,17.54,debit
authorized,1,POS,5358.75,F,25,NSW,2018-09-27T08:56:19.000+0000,13.63,debit
posted,,PAYMENT,25917.66,F,34,,2018-09-27T09:00:00.000+0000,27,debit
posted,,INTER BANK,4199.79,F,21,,2018-09-27T09:00:00.000+0000,39,debit
authorized,1,POS,199550.2,F,40,VIC,2018-09-27T09:02:14.000+0000,48.45,debit
authorized,1,SALES-POS,3838.34,M,37,QLD,2018-09-27T09:06:14.000+0000,16.8,debit
authorized,1,POS,36060.91,M,21,VIC,2018-09-27T09:10:14.000+0000,24.13,debit
authorized,1,POS,25944.66,F,34,NSW,2018-09-27T09:14:14.000+0000,14.18,debit
authorized,1,SALES-POS,5333.1,F,25,WA,2018-09-27T09:18:14.000+0000,25.65,debit
authorized,1,SALES-POS,8991.02,M,21,WA,2018-09-27T09:22:14.000+0000,7.14,debit
authorized,1,SALES-POS,36055.18,M,21,VIC,2018-09-27T09:26:14.000+0000,5.73,debit
authorized,1,POS,6936.12,M,22,VIC,2018-09-27T09:30:14.000+0000,9.89,debit
authorized,0,SALES-POS,6099.72,M,25,NSW,2018-09-27T09:34:14.000+0000,11.85,debit
authorized,1,POS,5315.6,F,25,WA,2018-09-27T09:38:14.000+0000,17.5,debit
authorized,1,SALES-POS,11267.53,F,19,VIC,2018-09-27T09:42:14.000+0000,81.77,debit
authorized,1,SALES-POS,5292.08,F,25,NSW,2018-09-27T09:46:14.000+0000,23.52,debit
authorized,0,POS,11255.91,F,19,NSW,2018-09-27T09:50:14.000+0000,11.62,debit
authorized,1,POS,3346.79,F,26,QLD,2018-09-27T09:54:14.000+0000,11.28,debit
authorized,1,POS,5268.28,F,25,WA,2018-09-27T09:58:14.000+0000,23.8,debit
posted,,PAYMENT,5912.23,F,27,,2018-09-27T10:00:00.000+0000,194,debit
authorized,1,SALES-POS,199513.6,F,40,VIC,2018-09-27T10:08:53.000+0000,36.6,debit
authorized,1,POS,1073.46,M,38,NSW,2018-09-27T10:24:45.000+0000,6.25,debit
authorized,1,POS,11245.25,F,19,NSW,2018-09-27T10:40:38.000+0000,10.66,debit
authorized,0,POS,7656.08,M,69,VIC,2018-09-27T10:56:30.000+0000,37.66,debit
posted,,PAYMENT,4125.23,M,24,,2018-09-27T11:00:00.000+0000,41,debit
posted,,PAY/SALARY,8904.93,F,26,,2018-09-27T11:00:00.000+0000,920.71,credit
posted,,INTER BANK,6965.29,M,20,,2018-09-27T11:00:00.000+0000,24,debit
posted,,INTER BANK,112443.71,M,42,,2018-09-27T11:00:00.000+0000,197,debit
posted,,PAYMENT,5139.6,F,47,,2018-09-27T11:00:00.000+0000,46,debit
authorized,1,POS,5230.99,F,25,WA,2018-09-27T11:06:43.000+0000,37.29,debit
authorized,1,SALES-POS,3336.87,F,26,QLD,2018-09-27T11:15:20.000+0000,9.92,debit
authorized,1,POS,6811.92,F,24,WA,2018-09-27T11:23:57.000+0000,11.82,debit
authorized,0,POS,9851.5,M,35,NSW,2018-09-27T11:32:35.000+0000,17.78,debit
authorized,1,SALES-POS,1061.9,M,38,WA,2018-09-27T11:41:12.000+0000,11.56,debit
authorized,1,POS,4166.23,M,24,VIC,2018-09-27T11:49:49.000+0000,32.09,debit
authorized,1,POS,15121.33,M,40,NSW,2018-09-27T11:58:26.000+0000,51.27,debit
posted,,PAY/SALARY,55854.48,M,78,,2018-09-27T12:00:00.000+0000,782.42,credit
posted,,PAYMENT,14427.66,M,39,,2018-09-27T12:00:00.000+0000,81,debit
posted,,PHONE BANK,199413.68,F,40,,2018-09-27T12:00:00.000+0000,41,debit
posted,,PAYMENT,6525.22,M,21,,2018-09-27T12:00:00.000+0000,35,debit
authorized,0,POS,7323.19,F,30,VIC,2018-09-27T12:14:38.000+0000,13.44,debit
authorized,1,POS,7260.28,F,30,VIC,2018-09-27T12:32:29.000+0000,62.91,debit
authorized,1,SALES-POS,199454.68,F,40,NSW,2018-09-27T12:50:21.000+0000,58.92,debit
posted,,PAY/SALARY,9154.85,M,22,,2018-09-27T13:00:00.000+0000,2218.73,credit
posted,,PAYMENT,7109.62,M,20,,2018-09-27T13:00:00.000+0000,15,debit
posted,,PAYMENT,59175.39,M,38,,2018-09-27T13:00:00.000+0000,198,debit
authorized,1,SALES-POS,42340.7,M,28,NSW,2018-09-27T13:08:40.000+0000,10.13,debit
authorized,1,SALES-POS,10792.34,M,52,WA,2018-09-27T13:27:32.000+0000,14.03,debit
authorized,1,SALES-POS,7973.06,F,34,VIC,2018-09-27T13:46:24.000+0000,58.19,debit
posted,,PAYMENT,14367.66,M,39,,2018-09-27T14:00:00.000+0000,60,debit
posted,,INTER BANK,64289.53,M,33,,2018-09-27T14:00:00.000+0000,157,debit
posted,,PAYMENT,5631.61,M,23,,2018-09-27T14:00:00.000+0000,165,debit
posted,,PAY/SALARY,4589.35,M,30,,2018-09-27T14:00:00.000+0000,1808.62,credit
authorized,0,SALES-POS,6092.41,M,25,VIC,2018-09-27T14:02:38.000+0000,7.31,debit
authorized,1,SALES-POS,4054.74,M,24,VIC,2018-09-27T14:12:04.000+0000,70.49,debit
authorized,1,POS,2793.17,M,30,QLD,2018-09-27T14:21:30.000+0000,15.23,debit
authorized,1,SALES-POS,15111.83,M,40,NSW,2018-09-27T14:30:56.000+0000,9.5,debit
authorized,0,SALES-POS,14879.06,M,29,WA,2018-09-27T14:40:22.000+0000,8.27,debit
authorized,1,SALES-POS,3318.36,F,26,QLD,2018-09-27T14:49:48.000+0000,18.51,debit
authorized,1,POS,2780.73,M,30,QLD,2018-09-27T14:59:14.000+0000,12.44,debit
posted,,PAY/SALARY,6317.51,M,44,,2018-09-27T15:00:00.000+0000,596.33,credit
posted,,PAYMENT,4049.97,F,40,,2018-09-27T15:00:00.000+0000,33,debit
posted,,PAY/SALARY,10367.22,M,26,,2018-09-27T15:00:00.000+0000,1433.98,credit
authorized,1,SALES-POS,4192.72,F,21,NT,2018-09-27T15:08:12.000+0000,7.07,debit
authorized,1,SALES-POS,1052.84,M,38,NSW,2018-09-27T15:17:08.000+0000,9.06,debit
authorized,1,SALES-POS,64267.32,M,33,VIC,2018-09-27T15:26:04.000+0000,22.21,debit
authorized,1,SALES-POS,4568.49,M,30,QLD,2018-09-27T15:34:59.000+0000,20.86,debit
authorized,1,POS,14722.09,F,39,NSW,2018-09-27T15:43:55.000+0000,55.34,debit
authorized,1,SALES-POS,36031.1,M,21,VIC,2018-09-27T15:52:51.000+0000,24.08,debit
posted,,PAY/SALARY,4824.83,F,43,,2018-09-27T16:00:00.000+0000,1630.36,credit
posted,,PAY/SALARY,7728.84,M,37,,2018-09-27T16:00:00.000+0000,916.75,credit
authorized,0,SALES-POS,9791.03,M,35,WA,2018-09-27T16:03:30.000+0000,60.47,debit
authorized,1,SALES-POS,17825.56,M,24,QLD,2018-09-27T16:21:03.000+0000,7.71,debit
authorized,1,SALES-POS,42327,M,28,NSW,2018-09-27T16:38:35.000+0000,13.7,debit
authorized,1,SALES-POS,8454.91,M,44,VIC,2018-09-27T16:56:08.000+0000,19.58,debit
posted,,PAYMENT,69884.78,M,40,,2018-09-27T17:00:00.000+0000,76,debit
posted,,PAYMENT,8439.91,M,44,,2018-09-27T17:00:00.000+0000,15,debit
posted,,PAYMENT,7888.24,M,27,,2018-09-27T17:00:00.000+0000,29,debit
posted,,PAY/SALARY,50843.14,M,22,,2018-09-27T17:00:00.000+0000,3195.01,credit
posted,,PAYMENT,7936.06,F,34,,2018-09-27T17:00:00.000+0000,37,debit
posted,,PAY/SALARY,5974.5,F,35,,2018-09-27T17:00:00.000+0000,725.32,credit
authorized,0,SALES-POS,4553.01,M,30,WA,2018-09-27T17:08:28.000+0000,15.48,debit
authorized,1,POS,36000.01,M,21,VIC,2018-09-27T17:19:20.000+0000,31.09,debit
authorized,1,POS,25898.96,F,34,WA,2018-09-27T17:30:13.000+0000,18.7,debit
authorized,0,SALES-POS,2067.15,F,18,QLD,2018-09-27T17:41:05.000+0000,11.63,debit
authorized,1,SALES-POS,5874.48,F,27,WA,2018-09-27T17:51:57.000+0000,37.75,debit
posted,,PAYMENT,17853.08,M,23,,2018-09-27T18:00:00.000+0000,41,debit
posted,,PAYMENT,8322.89,M,38,,2018-09-27T18:00:00.000+0000,49,debit
posted,,PAYMENT,4635.83,F,43,,2018-09-27T18:00:00.000+0000,189,debit
posted,,PAYMENT,199392.68,F,40,,2018-09-27T18:00:00.000+0000,21,debit
authorized,1,POS,2049.2,F,18,QLD,2018-09-27T18:06:11.000+0000,17.95,debit
authorized,1,POS,4040.66,M,24,VIC,2018-09-27T18:29:59.000+0000,14.08,debit
authorized,1,POS,7438.8,F,19,VIC,2018-09-27T18:53:48.000+0000,21.32,debit
posted,,PAYMENT,980.31,M,38,,2018-09-27T19:00:00.000+0000,50,debit
posted,,PAYMENT,264404.11,M,46,,2018-09-27T19:00:00.000+0000,50,debit
authorized,1,POS,1030.31,M,38,NSW,2018-09-27T19:07:15.000+0000,22.53,debit
authorized,1,SALES-POS,8365.75,M,44,VIC,2018-09-27T19:17:03.000+0000,74.16,debit
authorized,0,POS,3761.31,F,18,NSW,2018-09-27T19:26:51.000+0000,14.53,debit
authorized,1,POS,199355.95,F,40,VIC,2018-09-27T19:36:39.000+0000,36.73,debit
authorized,1,POS,8346.83,M,44,VIC,2018-09-27T19:46:28.000+0000,18.92,debit
authorized,1,SALES-POS,11529.29,M,28,TAS,2018-09-27T19:56:16.000+0000,34.76,debit
posted,,PAYMENT,8108.42,M,44,,2018-09-27T20:00:00.000+0000,41,debit
authorized,1,POS,7642.73,M,69,VIC,2018-09-27T20:15:29.000+0000,13.35,debit
authorized,1,POS,8149.42,M,44,VIC,2018-09-27T20:40:29.000+0000,197.41,debit
posted,,PHONE BANK,11471.29,M,28,,2018-09-27T21:00:00.000+0000,58,debit
posted,,INTER BANK,7784.06,F,34,,2018-09-27T21:00:00.000+0000,152,debit
authorized,1,SALES-POS,3292.44,F,26,QLD,2018-09-27T21:03:14.000+0000,25.92,debit
